name,id,top_kpop,genre,followers
 Wonstein,5o615XColiSVMPDWlslKSk,0,[],108199
 Satbyoel,5oKvwuq4kKQZrYgFw2gWFh,0,[],4
 Park Hwayobi,5oihNt5Zntgh1XIsDqOGq5,0,"['korean pop', 'korean singer-songwriter']",15980
 IZ*ONE,5r1tUTxVSgvBHnoDuDODPH,0,"['k-pop', 'k-pop girl group']",1793888
JONGHYUN,5rGgflnIpRNizTCozbYBuY,1,['k-pop'],801662
 RYNO,5rIOZ6g7qSlq60wITUUle2,0,[],265
M. Monnot,5raaWCPidQVOFLtpM5CCvI,0,[],2
 Bobby Kim,5s5g2cVTox2dzQE65XOD4z,0,['korean singer-songwriter'],5867
 李大奔,5sF2WUeEL2qiV03Vym3727,0,['chinese hip hop'],8126
Epik High,5snNHNlYT2UrtZo5HCJkiw,1,"['k-pop', 'k-rap', 'korean old school hip hop']",696250
 Bone Thugs-N-Harmony,5spEJXLwD1sKUdC2bnOHPg,0,"['gangster rap', 'hardcore hip hop', 'hip hop', 'ohio hip hop', 'rap']",2679395
 XIUMIN,5t0Js3X9t4wpgXGlaiTFe6,0,['k-pop'],953217
 ELLES,5tGfeyiQ8hWOJ1RtsFI6GN,0,[],120
 toigo,5tTstLTFQFGb2dBb6h9zeG,0,[],2520
 Lil' Kim,5tth2a3v0sWwV1C7bApBdX,0,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap queen', 'urban contemporary']",1593343
 PDOGG,5twg8ZDFT6UZeGqpEJTHfr,0,[],1031
 KANGDANIEL,5vGoWnZO65NBgiZYBmi3iW,1,['k-pop'],846308
 Jo PD,5vQNUEPwDQboBgAHhX6EZn,0,[],2
 JIN,5vV3bFXnN6D6N3Nj4xRvaV,0,['k-pop'],5853812
 PARK JONG MI,5wimNWpsT10n1YQcgkgCUK,0,[],4
 B-Free,5xHC23kCM6goKp7bDDXE3T,0,['k-rap'],23340
 Mommy Son,5xWKWXamxbujIdti9xpnI1,0,['k-rap'],9549
 LEE HAE SOL,5xZzq9Bk8IociNfF0TfHdf,0,[],59
 Han Hyo Joo,5ycLZztc53MN3TlzAsr1Yj,0,[],93
 B.O.,5zMKnGCFow1P0wm4J2if8t,0,['fussball'],3589
 Golden Child,5zShiwTHlygdfsXj6eavTu,0,"['k-pop', 'k-pop boy group']",633867
SUHO,5zkf2Na8DKKJmtWX5Xrx3m,0,['k-pop'],1267564
Kim Jong Kook,60YNqzrSj7rJkuqHkpHPqG,0,['korean pop'],106122
 정일훈,61EYHe0PuimYflGWAJaptk,0,[],0
San E,61MMiylth1injW39oZBuYB,0,"['k-pop', 'k-rap']",85905
 northfacegawd,620Vx5hEMowoa71wXk4bu1,0,"['k-rap', 'korean underground rap']",5887
 DINDIN,63cvWayCvPbWYNDi537w0z,0,['korean r&b'],30763
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,0,"['dance pop', 'pop']",8195745
 DAIAN,64TcjwY8J5UMIgQUEIWdP5,0,[],4
 HYNN,64jfAecBriamQmMs0WAKtj,0,['korean pop'],33777
Jessi,64k5e9kV9MdukXjFrR5R37,1,['k-pop'],1695211
 365LIT,65LSFEqRhq074aUBF1zF2e,0,"['k-rap', 'korean trap', 'korean underground rap']",5242
GEMINI,67IWlRdLy3UcfY3q968euj,0,['korean r&b'],156622
 Wale,67nwj3Y5sZQLl72VNUHEYE,0,"['pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",4126755
ATEEZ,68KmkJeZGfwe1OUaivBa2L,1,"['k-pop', 'k-pop boy group']",2852025
 OHHYUK,68TCVp5t1Dxi2TvNuYoYK0,0,['korean pop'],53935
VIBE,68ym0sOo7MazZxScbm1wtI,0,['korean pop'],22921
 Far East Movement,698hF4vcwHwPy8ltmXermq,0,"['asian american hip hop', 'dance pop', 'pop rap']",1147578
 REDDY,69H1Ooj2eBJXLTk3IEBV0v,0,['k-rap'],43355
 Coi Leray,6AMd49uBDJfhf30Ak2QR5s,0,"['new jersey underground rap', 'trap queen']",561082
 iann dior,6ASri4ePR7RlsvIQgWPJpS,0,['melodic rap'],1734756
 Leslie Grace,6BeO1KuAWBqFriL1mLHtNc,0,"['bachata', 'latin viral pop']",1189806
Onestar,6EmgTIhhXGtfAmYYTfdtlz,0,['korean pop'],27372
 Swings,6F5tPDq3TIduDv2ki6O1Oq,0,['k-rap'],86064
 Band Wonderlust,6FCcThPLoyy5q23FUEDYKp,0,[],201
 DJ Pumkin,6FzmP3yuDErhGqZ3CP6Fz0,0,[],416
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,1,['k-pop'],7293779
 ASTER,6Jt9U8bJ56jqNdEKdLZ7Yw,0,[],1617
LEE MINHYUK (BTOB),6KIjwPp994JQ2LJ8IBvZPc,0,[],648
FTISLAND,6KhH771vq2X2Aom91nNzpZ,1,"['k-pop', 'k-pop boy group', 'k-rock']",464106
 Yoon Do Hyun,6KsmQPHXE3qhzNNBPSZ0eB,0,"['korean pop', 'korean singer-songwriter']",32961
 YEZI,6LPOT9C3gvGQHxlZtMLHHg,0,['k-pop'],132987
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,0,"['dance pop', 'pop', 'uk pop']",39760709
 SUNMI,6MoXcK2GyGg7FIyxPU5yW6,1,['k-pop'],2610558
KIM DONG HYUN,6NuAIYZptWXWUCAInxX6PU,0,[],31845
 태완,6OK3Lf8Ws6A4UdRw3lMNZo,0,[],57
 Imad Royal,6OgklJh1e1Z9S1Q2IQsHgy,0,[],15184
AKMU,6OwKE9Ez6ALxpTaKcT5ayv,1,['k-pop'],1297305
 Anthony Russo,6PFcrRZezCL5p9A0nwb7ki,0,"['chill pop', 'indie pop rap']",74267
CLC,6QyO41KctzGc70mVaVnXQO,1,"['k-pop', 'k-pop girl group', 'korean city pop']",1232715
 BOM,6R832bzzF3r6K5AsVsOwnF,0,[],2451
2FK,6RSlOhY5eAxezyo6cObiFd,0,[],7
 LUCAS,6S3tOdgtc5qz16hwmMjEBN,0,[],48431
 TAEYONG,6SKusTjOAPsTZ6kareKQdm,0,['k-pop'],1049443
 Wuki,6Se1y4vDcu9fVHLqdj1N3q,0,[],88267
 Minit,6TXbTOTnLFaF1iHywOaV1m,0,[],9326
SEO IN YOUNG,6UaKk8mT8NH0BuUTFIhxN7,1,['korean pop'],1573
BIBI,6UbmqUEgjLA6jAcXwbM1Z9,1,"['k-pop', 'korean r&b']",922020
 Rad Museum,6UdKtISMXYKSR8jcgtFePo,0,['korean r&b'],147419
F.CUZ,6UrHKmUKaKUnF7WiScbG6G,1,[],32478
SEO EUNKWANG,6Uug3azJYNwnLkO82CTTY2,0,['korean pop'],41477
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,0,"['pop', 'viral pop']",20213766
 Dvwn,6WWUJGBY4ETAE22tRmgJ8b,0,['bedroom r&b'],202828
December,6WiANXryTQJOTCM3z8jENM,1,['korean pop'],9675
 Jung Yeol Kwon,6WymcE59cneCq28juiL850,0,[],44
 KEY,6XXKPxRX2WWPPtfodzpc2v,0,['k-pop'],587376
 Blase,6XsOOgLCtnkkOv2uhZXuB0,0,['k-rap'],25776
 aespa,6YVMFz59CuY7ngCxTxjpxE,1,"['k-pop', 'k-pop girl group']",3136068
E SENS,6a8cUmqOsXmjzq1aWKiVpH,0,['k-rap'],26955
 Crush,6aLdhHUqgdKE86xbtNmY8g,1,"['k-pop', 'korean r&b']",1125870
 Do Hee,6amUcIkH1FzHNdazkXPJfu,0,[],1
 Don Mills,6bIsFWNkjQvSm5P4rqlxKn,0,['k-rap'],13809
Louie,6c1vY77ByWunDNlvE77OJS,0,[],1165
 R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,0,"['dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",2472679
 Mayson The Soul,6cbHT70yhbyGwTQKJOH2iY,0,[],1107
4Minute,6cdC1cwqh3eJAXaxXJt2jv,1,"['k-pop', 'k-pop girl group']",1094391
 Yerin Baek,6dhfy4ByARPJdPtMyrUYJK,0,['korean pop'],543767
 Byung Un,6eJNQPPFPPuiLl0K35mptS,0,[],497
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0,"['pop', 'uk pop']",111956794
 VERBAL,6eyG54lvijivzcKqSjZTtB,0,[],1848
JUNGKEY,6fTEkjuuZ3hH6fdeBxxbA2,0,"['k-indie', 'korean pop']",32396
 David Kim,6fqoFU6NahjZYW1m5HBub1,0,[],284
 Lexie Liu,6fs2or0cKLEM2xohWq8SoX,0,['chinese electropop'],128304
 CHEETAH,6ftZYkensUYXNiMM7nFwhE,0,['k-rap'],41049
MC MONG,6gEWl778wJTkq4Uk5eBvgD,0,"['k-rap', 'korean pop']",39153
SUPER JUNIOR,6gzXCdfYfFe5XKhPKkYqxV,1,"['k-pop', 'k-pop boy group']",2369370
 장한나,6hIrFuDMvnr5nNGqmwrB3V,0,[],30
 Geegooin,6i47wcSLvsZ9M01UO7zsua,0,"['k-rap', 'korean trap']",2226
 Woodie Gochild,6iLGJqxVgxxWsJe5bW4dxt,0,"['k-rap', 'korean r&b']",144187
 KAI,6iVo62B0bdTknRcrktCmak,0,['k-pop'],1039112
 Park Yu Chun Of JYJ,6iWOraHWSUnNDVXLPEytfZ,0,[],2
 Ji Yoon Jun,6jNj6Y6sIxigyIX0gmYg35,0,[],14
 Giorgio Moroder,6jU2Tt13MmXYk0ZBv1KmfO,0,['disco'],223313
CHANYEOL,6jV25rzTKQ2zMgrqHha1V5,1,['k-pop'],1779602
 MeloMance,6k4r73Wq8nhkCDoUsECL1e,0,"['k-pop', 'korean pop']",232563
King Kong,6kDCaFSkqskhFf9agShfSY,0,['old school dancehall'],7320
 No Brain,6keuCA49b9am8lisSodCh7,0,"['k-rock', 'korean punk']",8603
B.A.P,6kxCoNfY6U1eP0Yc88phvk,1,"['k-pop', 'k-pop boy group']",750929
 J. Cole,6l3HvQ5sa6mXTsMTB19rO5,0,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",20093571
 Linzy,6m9EewCnInHNApDOMhlwxM,0,[],30
TVXQ!,6nVMMEywS5Y4tsHPKx1nIo,1,"['k-pop', 'k-pop boy group']",809088
 SOLE,6naXFodImN2DwRmKCQHAUt,0,['korean r&b'],104749
GOT7,6nfDaffa50mKtEOwR8g4df,1,"['k-pop', 'k-pop boy group']",6559387
 Sojin,6oqIg9s1R1rEP5VsSqK0mw,0,[],689
 Hit-Boy,6q3p11nP1p80Ey6LrOOSed,0,['drumless hip hop'],68444
SS501,6rmMpoeu2SIV4OLURCOn2e,1,"['k-pop', 'k-pop boy group']",246690
Dmitri Shostakovich,6s1pCNXcbdtQJlsnM1hRIA,0,"['classical', 'compositional ambient', 'russian modern classical']",360113
 Supreme Boi,6sBiS0iWcCyMMgiYrEOxbt,0,[],7969
HYOJUNG,6seuyGQ3Fq56sS06YVPsOk,0,[],2309
Park Boram,6tvrEIVX5eKJlipdzt11wi,0,"['k-pop', 'korean pop']",143197
TAEYANG,6udveWUgX4vu75FF0DTrXV,1,"['k-pop', 'korean r&b']",1051292
 Nucksal,6v5cGuRCZKq08nLI4WXJuB,0,['k-rap'],40841
 French Montana,6vXTefBL93Dj5IqAWq6OTv,0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5011607
EXO-K,6wPBIyIIMxoqgux29bGF8I,1,"['k-pop', 'k-pop boy group']",1903847
DJ SODA,6wcoqJ63l11D2yV9ViqIZA,0,['korean electronic'],68519
 Sisqo,6x9QLdzo6eBZxJ1bHsDkjg,0,"['contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'urban contemporary']",892928
 NSW yoon,6xlIFpRmRNDoVuFUqzuMFE,0,[],9059
 DASOM,6xxFNpc17jiiVZzOCgdLyv,0,[],1482
 Ra.D,6zPbaYJp7itQ8p0gPLqf2S,0,['korean pop'],28298
Junggigo,6zTIxEXFWjoNu2VXauDITb,0,['korean r&b'],100063
 Jung Yong Hwa,6zhAP0FoDccL9kuETOC20q,0,['korean pop'],206116
 10cm,6zn0ihyAApAYV51zpXxdEp,0,['korean pop'],470045
 MARK,70DFixYAFPv4Pf9kgSfR9O,0,[],509054
 J-Tong,70DqoppP3xK7LgtYiccxfZ,0,[],1105
Gbabson,70r4aIjcz5L3w0eVQXuDrY,0,[],62
 Lee Sung-kyung,71GtNPltMLFyPOXCfZf0TF,0,[],50
 dress,72b1XZ6SmDRgHEOB7ypw9z,0,"['k-indie', 'k-rap']",17088
 Biicla,72heZIc2iMXdpDwsTjTcCQ,0,[],9804
 Jun Hyo Seong,73RRzEpK7IQexOhC0CuTRZ,0,['k-pop'],86578
 Dimitri Vegas & Like Mike,73jBynjsVtofjRpdpRAJGk,0,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",3354069
 Buddy,74zjHeFm4yooE7SuemoFan,0,['partyschlager'],5466
 KaiKai Kim,75hyzstWgEHVhzaYda0gou,0,[],0
 GINJO,75vTLAnhUDaUwzjPCKvaJM,0,[],5652
 Cha Cha Malone,7632p5JJi58r3q9GfhqSyF,0,['seattle hip hop'],8141
 Sanchez (of Phantom),76EfJwRQeOeQ5aMh3FF7z4,0,[],15
 토끼,76JVW7YYK3nRTVvRxUalpI,0,[],2
 혜미,76yPSQzTmeCY5fCsrMFoSw,0,[],2
Steve Aoki,77AiFEVeAVj2ORpC85QVJs,0,"['edm', 'electro house', 'pop dance']",3750484
 “Toshihiro”,77E2NPxvVwvJIFCylUOLL1,0,[],3
 BRLLNT,78EdVeIJjaqrSJdEaps9rt,0,['korean r&b'],6642
Kingston Rudieska,78Je3yBmtLZlk0Uf8R5bWw,0,['korean indie rock'],6038
 HYOLYN,78sJswwVn4P8aEhkF4K6fQ,1,"['k-pop', 'korean r&b']",769346
 SEHUN,79R17q4kiPsimHDtdOlN2L,0,[],184818
 Hwayoung,79bfJJgSFky7U35QruEWMV,0,[],8
 건지,79xtZ56bsMOQwiTe5Ob1jD,0,[],79
 Lee sung kyung,7AqcQSFPIpFD44ZNRm22m4,0,[],1736
 Sunset Rollercoaster,7BqRcZsHYYQeqMAOp7e532,0,['taiwan indie'],377661
 尹美萊,7BrydByY8Q9MZjovkvRsCP,0,[],150
 YUJU,7Bu0r4MCDX3sbhcFD5IXyx,0,['korean ost'],164576
 HWANG MIN HYUN,7BwZlhJRHC1oVJr8lTxSLf,0,[],62364
 WOOGIE,7C0lSOS41UnTbnF7bMSEWN,0,"['k-rap', 'korean r&b']",89261
 DAWN 던,7DxCK6bwfQC3F2ajZ02R2F,0,['k-pop'],208583
 Siedah Garrett,7EVlecngyrLHfQUqFMpwkT,0,['freestyle'],8537
 Zelo,7F204LAlfQltTujbEj9wvu,0,[],3004
 Taylor,7FYjn4nNgjskhNaWoWl8uy,0,[],399
JEON WOONG,7HkRTmxvjlJxL3lEOSxpqN,0,[],47053
 TAE JIN A,7Hm7HaPth1NwFOU9BJXbhG,0,['trot'],65
 ASH ISLAND,7IEhlwWQA7pCkEvzwwHehE,0,['k-rap'],241263
 Beenzino,7IrDIIq3j04exsiF3Z7CPg,0,"['k-rap', 'korean r&b']",214276
 Andrew Choi,7JBaynR7JFeniONqbnn1U4,0,[],252
 Dong Ho,7JlxObEsleDXA54OFIl9zj,0,[],1
B-BOMB,7KC0o9xFJZXim13nVLNH4c,0,[],844
 Maddox,7KieZTca53gfdVzwdODV2L,0,['korean r&b'],54590
 Dumbfoundead,7LTShHcq1KdTrWeLvWoYed,0,"['asian american hip hop', 'battle rap', 'k-rap']",130449
KIM JAE HWAN,7LdZwtnhfB1GoC9SE9tvyb,1,[],152673
 YOO SUNGEUN,7M5YdBeK8dsO39SHHvOYy8,0,[],34
 Boi B,7MJnvH71CgBGCN9obN4aY5,0,['k-rap'],8826
 Lena Park,7MNyflLAWpaH0EPw1fdORD,0,['korean pop'],35178
Play-N-Skillz,7MP4jhYmFEgb0AtiOkw55s,0,['chicano rap'],24037
 JUNG ILHOON,7McwKT2tZl8LMXUQRH3YDM,0,['k-rap'],47866
 Jo Hyun Ah,7aVeZFWXIC3g4b0Tn68ZtI,0,[],5342
KARA,7aZ221EQfonNG2lO9Hh192,1,"['k-pop', 'k-pop girl group']",540113
 Joon Park,7bAEUNjhgSKLTp5dos6Pcb,0,[],92
 DPR CREAM,7bPplWv4cZ1q26UY2Wmcvw,0,['korean r&b'],91569
 Jukjae,7bWYN0sHvyH7yv1uefX07U,0,['korean pop'],80824
 Hwa Sa,7bmYpVgQub656uNTu6qGNQ,1,"['k-pop', 'korean talent show']",4013680
"Car, the garden",7c1HgFDe8ogy5NOZ1ANCJQ,0,"['k-indie', 'korean pop']",137239
 BIG Naughty,7cEaNXXTHx3LokbjUUyHal,0,[],286344
LeeHi,7cVZApDoQZpS447nHTsNqu,1,['k-pop'],1498012
 JC Ji IEun,7cdcW3AcUmDFc04gzypFjL,0,[],15
 nafla (나플라),7ckGYpVRexH6vHHrBuKJs0,0,[],0
NCT 127,7f4ignuCJhLXfZ9giKT7rH,1,"['k-pop', 'k-pop boy group']",6636723
 트리키,7fCSy7Had5Fs540ilzxV20,0,[],103
 Seungrae,7g5FyggODL4LruwJvqx4yh,0,[],526
 Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,0,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",9674113
 Sang Chu,7huWrzf0u8uNCNY5yoe0Ko,0,[],20
 Eric Bellinger,7ibAWtDtmEfaVhc1FJ3Vl9,0,"['pop r&b', 'r&b']",798474
 BOBBY,7ieMQQDR0bdBPz572mtxwS,1,['k-pop'],879008
Sung Si Kyung,7jFUYMpMUBDL4JQtMZ5ilc,0,['korean pop'],200425
 Jessica,7jPVuaaHLs4QVSuN561jZt,0,['k-pop'],384624
Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,0,['lgbtq+ hip hop'],12416476
 Kim Jong Wan of NELL,7ksQJtsXSRSrI5306UwIgH,0,"['korean ost', 'korean pop']",37511
 Jung Seung Hwan,7l8rOFwZFQ3G0sgZ7gjGng,0,['korean pop'],231042
 SEAN OH,7lCMxLzay3subrSfwEcZxc,0,[],84
 Hoody,7lXgbtBDcCRbfc5f8FhGUL,0,['korean r&b'],371230
 Realslow,7luxe2wCwtDtkKSP8ZhPLn,0,"['classic k-pop', 'korean pop']",39552
 Aki,7m8uqplhTME9fSFztWBjNV,0,[],1
 YOOK SUNGJAE,7mFGOWJEkdlJBCXcJ5EWi9,0,"['korean pop', 'korean r&b']",64449
TWICE,7n2Ycct7Beij7Dj7meI4X0,1,"['k-pop', 'k-pop girl group', 'pop']",17544057
 P-Type,7ngC61jtmmjDi2vbJRG3yq,0,"['k-rap', 'korean old school hip hop']",8223
SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,1,"['k-pop', 'k-pop boy group']",9155169
 Manager,7o4KDqFA1r5ddafrK5hgmt,0,[],101
 J.UNA,7oppHhvVWHX7WeGYjEOL6y,0,[],14290
DJ Wegun,7p552gLGzaDKXB5sETgTEP,0,['k-rap'],13768
 Desiigner,7pFeBzX627ff0VnN6bxPR4,0,"['pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",3480815
Basick,7pXKdkQsYFCMG2omRxheJ2,0,['k-rap'],42240
SKULL,7qKWQnE3S7v8m3rLwMVdGg,0,[],2671
 Wolftyla,7qd6KGoABHifvXKeFNe2Yb,0,['trap queen'],61870
 DAVII,7qvsi3nQ5V6Np0MdEpdmoc,0,[],9507
 Frants,7qxLQ0CByGfbd3HdL7ilR8,0,[],604
LIM YOUNG MIN,7s72t76jrvQLHUiYraBSZ0,0,[],36545
 MIYAVI,7sBtBCNVRujQhaHDODkfTN,0,['visual kei'],285385
 ILHOON,7sJo6hfTWCOyvr4aRbAgeG,0,[],5
 ONEW,7sZ5ipSoboWdqXkdj6AXHo,0,['k-pop'],417428
 Lil Jon,7sfl4Xt5KmfyDs2T3SVSMK,0,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop', 'trap']",1413267
 Muni Long,7tjVFCxJdwT4NdrTmjyjQ6,0,['indie r&b'],242130
Lewie,7tvCXmeh7MlNtmfKMN2H8Q,0,[],1939
 Jonasu,7u4ayw4QFEsolPxZgnPAMT,0,"['dutch edm', 'uk dance']",13796
 DallasK,7uas0F5EhsZg6KDJ7yy7rW,0,"['complextro', 'electro house', 'pop edm', 'progressive electro house', 'sky room']",44314
 Alan Walker,7vk5e3vY1uw9plTHJAMwjN,0,['electro house'],37874768
Gallant,7wFDo161xYdeaiLz3KIHoM,0,[],302064
 myunDo,7wqsGqGaU61FzNh62mbWXz,0,['k-rap'],8211
RAINBOW,7xDyxRXgFgOZhdtLtkYR1y,1,['k-pop girl group'],24101
 Viann,7yRs5f61v5AwXwVlUQ7bNE,0,[],1322
 Sai Sai Kham Leng,7yVauL0WNAnLDBz8SF8JXa,0,['burmese pop'],20991
 최현석,7ywGEr53ogVxLibBcb82JV,0,[],909
JEON SOMI,7zYj9S9SdIunYCfSm7vzAR,1,['k-pop'],1874446
 Francis,7zzvUdZZP6wcZ1gD3SpmDl,0,[],148
